NumCells	NumSamples	CellsPerSample	SampleDepth	Generation	Identity	Parent	Population	BirthRate	MigrationRate	OriginTime	DriverMutations	MigrationMutations	PassengerMutations
1000	1	-1	-1	0.000000	0	0	1000	1.000000	0.707107	0.000000	0	0	0
1015	1	-1	-1	1.000275	0	0	1005	1.000000	0.707107	0.000000	0	0	0
1030	1	-1	-1	2.000446	0	0	996	1.000000	0.707107	0.000000	0	0	0
1030	1	-1	-1	2.000446	9	0	3	1.023381	0.707107	0.363851	1	0	0
1038	1	-1	-1	3.000658	0	0	985	1.000000	0.707107	0.000000	0	0	0
1038	1	-1	-1	3.000658	9	0	3	1.023381	0.707107	0.363851	1	0	0
1045	1	-1	-1	4.000748	0	0	980	1.000000	0.707107	0.000000	0	0	0
1045	1	-1	-1	4.000748	9	0	1	1.023381	0.707107	0.363851	1	0	0
1053	1	-1	-1	5.001372	0	0	979	1.000000	0.707107	0.000000	0	0	0
1053	1	-1	-1	5.001372	9	0	0	1.023381	0.707107	0.363851	1	0	0
1053	1	-1	-1	5.001372	69	0	1	1.025399	0.707107	3.303509	1	0	0
1057	1	-1	-1	6.001853	0	0	976	1.000000	0.707107	0.000000	0	0	0
1057	1	-1	-1	6.001853	9	0	0	1.023381	0.707107	0.363851	1	0	0
1057	1	-1	-1	6.001853	69	0	0	1.025399	0.707107	3.303509	1	0	0
1062	1	-1	-1	7.002244	0	0	970	1.000000	0.707107	0.000000	0	0	0
1062	1	-1	-1	7.002244	9	0	0	1.023381	0.707107	0.363851	1	0	0
1062	1	-1	-1	7.002244	69	0	0	1.025399	0.707107	3.303509	1	0	0
1062	1	-1	-1	7.002244	26	0	10	1.152446	0.707107	1.342242	1	0	0
1066	1	-1	-1	8.003133	0	0	956	1.000000	0.707107	0.000000	0	0	0
1066	1	-1	-1	8.003133	9	0	0	1.023381	0.707107	0.363851	1	0	0
1066	1	-1	-1	8.003133	69	0	0	1.025399	0.707107	3.303509	1	0	0
1066	1	-1	-1	8.003133	26	0	14	1.152446	0.707107	1.342242	1	0	0
1066	1	-1	-1	8.003133	119	0	2	1.043420	0.707107	5.476355	1	0	0
1059	1	-1	-1	9.003243	0	0	939	1.000000	0.707107	0.000000	0	0	0
1059	1	-1	-1	9.003243	9	0	0	1.023381	0.707107	0.363851	1	0	0
1059	1	-1	-1	9.003243	17	0	10	1.007300	0.707107	1.001409	1	0	0
1059	1	-1	-1	9.003243	187	0	2	1.022988	0.707107	8.615309	1	0	0
1059	1	-1	-1	9.003243	69	0	0	1.025399	0.707107	3.303509	1	0	0
1059	1	-1	-1	9.003243	26	0	16	1.152446	0.707107	1.342242	1	0	0
1059	1	-1	-1	9.003243	119	0	0	1.043420	0.707107	5.476355	1	0	0
1059	1	-1	-1	9.003243	151	0	1	1.007525	0.707107	7.142124	1	0	0
1062	1	-1	-1	10.000405	0	0	912	1.000000	0.707107	0.000000	0	0	0
1062	1	-1	-1	10.000405	9	0	0	1.023381	0.707107	0.363851	1	0	0
1062	1	-1	-1	10.000405	17	0	12	1.007300	0.707107	1.001409	1	0	0
1062	1	-1	-1	10.000405	187	0	5	1.022988	0.707107	8.615309	1	0	0
1062	1	-1	-1	10.000405	69	0	0	1.025399	0.707107	3.303509	1	0	0
1062	1	-1	-1	10.000405	26	0	17	1.152446	0.707107	1.342242	1	0	0
1062	1	-1	-1	10.000405	178	0	2	1.131993	0.707107	8.154419	1	0	0
1062	1	-1	-1	10.000405	60	0	10	1.055323	0.707107	2.995037	1	0	0
1062	1	-1	-1	10.000405	154	0	3	1.004681	0.707107	7.228920	1	0	0
1062	1	-1	-1	10.000405	145	0	1	1.091608	0.707107	6.929955	1	0	0
1062	1	-1	-1	10.000405	119	0	0	1.043420	0.707107	5.476355	1	0	0
1062	1	-1	-1	10.000405	151	0	0	1.007525	0.707107	7.142124	1	0	0
