Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
0.000000	1000	0	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1000	1	1	1000	1000	1	1	1	1000	0	0	0	0	0	0	0	0	0	0
1.000792	1010	987	977	967	0.017822	0.009901	0.017504	0.009803	1.000300e+00	1.000000e+00	1.810724e-05	0.000000e+00	1005	23	10	1005	1005	24	11	41	1000	10	0	0	0	0	0	0	0	0	0
2.001053	1021	2023	2002	1976	0.038198	0.033301	0.036739	0.034151	1.000912e+00	1.000000e+00	4.587824e-05	0.000000e+00	1014	49	23	1011	1011	49	24	84	988	32	1	0	0	0	0	0	0	0	0
3.001501	1023	3016	2993	2942	0.062561	0.035191	0.060602	0.037862	1.001365e+00	1.000000e+00	9.027170e-05	0.000000e+00	1019	61	24	1019	1019	61	24	112	989	32	2	0	0	0	0	0	0	0	0
4.001615	1022	4016	3994	3913	0.070450	0.050881	0.067444	0.052206	1.001931e+00	1.000000e+00	1.214216e-04	0.000000e+00	1020	72	32	1020	1020	75	35	146	972	48	2	0	0	0	0	0	0	0	0
5.001847	1029	5046	5017	4903	0.083576	0.072886	0.086310	0.071461	1.003319e+00	1.000000e+00	2.773839e-04	0.000000e+00	1024	80	36	1024	1024	86	41	189	956	71	2	0	0	0	0	0	0	0	0
6.002180	1032	6056	6024	5888	0.087209	0.071705	0.081542	0.068502	1.003481e+00	1.000000e+00	3.172779e-04	0.000000e+00	1026	90	39	1024	1024	97	44	232	959	72	1	0	0	0	0	0	0	0	0
7.002332	1027	7079	7052	6882	0.096397	0.084713	0.089052	0.079484	1.004362e+00	1.000000e+00	4.285700e-04	0.000000e+00	1025	95	47	1024	1024	109	51	276	941	85	1	0	0	0	0	0	0	0	0
8.002484	1033	8157	8124	7918	0.115198	0.099710	0.107736	0.095576	1.005514e+00	1.000000e+00	5.241418e-04	0.000000e+00	1026	96	47	1024	1024	111	51	307	933	97	3	0	0	0	0	0	0	0	0
9.002709	1030	9175	9145	8905	0.123301	0.120388	0.115865	0.111720	1.006808e+00	1.000000e+00	6.392752e-04	0.000000e+00	1026	100	48	1024	1024	118	51	347	909	118	3	0	0	0	0	0	0	0	0
10.001012	1029	10205	10176	9906	0.130224	0.147716	0.122983	0.139502	1.008337e+00	1.000000e+00	8.093261e-04	0.000000e+00	1025	105	53	1024	1024	126	58	390	884	138	7	0	0	0	0	0	0	0	0
