Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
0.000000	1000	0	0	0	0.000000	0.000000	0.000000	0.000000	1.000000e+00	7.071068e-01	0.000000e+00	0.000000e+00	500	1	1	500	500	1	1	1	1000	0	0	0	0	0	0	0	0	0	0
1.000272	1019	992	973	684	0.011776	0.021590	0.011638	0.023086	1.000988e+00	7.071068e-01	8.517999e-05	0.000000e+00	538	27	16	511	511	28	17	40	998	20	1	0	0	0	0	0	0	0	0
2.001420	1029	2049	2020	1403	0.024295	0.035957	0.023705	0.034664	1.001812e+00	7.071068e-01	1.676590e-04	0.000000e+00	565	47	26	515	515	49	27	84	992	37	0	0	0	0	0	0	0	0	0
3.001876	1042	3031	2989	2072	0.042226	0.048944	0.040443	0.046549	1.002730e+00	7.071068e-01	2.364872e-04	0.000000e+00	596	61	33	521	521	63	35	128	991	51	0	0	0	0	0	0	0	0	0
4.002225	1051	4079	4028	2785	0.054234	0.071361	0.053196	0.068171	1.004331e+00	7.071068e-01	4.521013e-04	0.000000e+00	614	68	36	526	526	75	40	169	977	73	1	0	0	0	0	0	0	0	0
5.002352	1053	5133	5080	3496	0.062678	0.076923	0.062548	0.074805	1.004493e+00	7.071068e-01	4.217583e-04	0.000000e+00	623	75	38	527	527	82	41	211	974	77	2	0	0	0	0	0	0	0	0
6.002693	1054	6156	6102	4188	0.075901	0.094877	0.072038	0.089670	1.006061e+00	7.071068e-01	6.462912e-04	0.000000e+00	649	89	45	527	527	95	47	261	956	96	2	0	0	0	0	0	0	0	0
7.003056	1055	7241	7186	4912	0.109953	0.103318	0.109237	0.100226	1.007275e+00	7.071068e-01	9.069834e-04	0.000000e+00	668	90	44	528	528	101	47	296	950	101	4	0	0	0	0	0	0	0	0
8.003112	1059	8330	8271	5631	0.125590	0.118980	0.128703	0.119932	1.008677e+00	7.071068e-01	1.140514e-03	0.000000e+00	672	92	44	529	529	105	49	334	941	110	8	0	0	0	0	0	0	0	0
9.004877	1061	9397	9336	6322	0.136664	0.147974	0.148147	0.144928	1.010413e+00	7.071068e-01	1.311355e-03	0.000000e+00	695	103	57	529	529	118	61	384	914	137	10	0	0	0	0	0	0	0	0
10.000235	1060	10482	10422	7045	0.147170	0.171698	0.157586	0.164859	1.012985e+00	7.071068e-01	1.822172e-03	0.000000e+00	717	115	63	529	529	134	69	424	890	158	12	0	0	0	0	0	0	0	0
